SMILES,Activity binary
Cc1ccc(S(=O)(=O)OCC2CC(C)(C)OC2=O)cc1,0
COc1ccc2[nH]c(=O)cc(C)c2c1,0
CC(C)(C)OC(=O)N1CCCC1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(C5CCCN5C(=O)OC(C)(C)C)n4)cc3)cc2)c[nH]1,0
C=C1CC(C(=C)C)CC=C1C,1
Oc1ccc(O)c2c1C1CCC2C1C(Cl)Cl,1
CCC(COCC(F)(F)C(F)(F)F)OC(=O)CC(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)C(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)S(=O)(=O)O,0
S=c1[nH]c2ccccc2o1,0
CC1(C)C(=CC=C2CCCC(C=CC3=[N+](CCCCS(=O)(=O)O)c4ccc5ccccc5c4C3(C)C)=C2Cl)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,0
O=C1N=C(c2ccc(-c3ccccc3)cc2)c2c(O)[nH]c(-c3ccc(Cl)cc3)c21,0
Cc1cnn(C(CC(=O)O)C(=O)O)c1C,0
O=C(O)CCC(=O)O,0
N=c1[nH]c(-c2ccc3ccccc3c2)c(N=Nc2cc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)s1,0
Cc1cccc(Nc2cc3c(nc4ccc(N(CCO)CCO)cc4[n+]3-c3ccccc3)c3ccccc23)c1,0
